,coords,areas,subjs,regions
1910,[32.18662182 12.31276586 -5.01435272],['INS' 'INS'],OS63,INS
1911,[32.46739175 12.8055306  -1.5606082 ],['INS' 'INS'],OS63,INS
1912,[32.74816167 13.29829534  1.89313631],['INS' 'INS'],OS63,INS
1913,[33.02893159 13.79106006  5.34688083],['INS' 'INS'],OS63,INS
1914,[33.30970152 14.28382479  8.80062534],['IFG' 'IFG'],OS63,VLPFC
1915,[34.99432106 17.24041318 29.52309243],['MFG' 'MFG'],OS63,DLPFC
1916,[35.27509098 17.73317791 32.97683694],['MFG' 'MFG'],OS63,DLPFC
1917,[35.55586091 18.22594264 36.43058146],['MFG' 'MFG'],OS63,DLPFC
1918,[35.83663083 18.71870738 39.88432597],['MFG' 'MFG'],OS63,DLPFC
1919,[36.11740075 19.2114721  43.33807049],['MFG' 'MFG'],OS63,DLPFC
1920,[ -4.9  27.3 -15. ],['ACC' 'ACC'],BJH026,ACC
1921,[ -8.8   27.55 -14.  ],['ACC' 'ACC'],BJH026,ACC
1922,[-35.    28.35  -6.  ],['FOP' 'FOP'],BJH026,VLPFC
1923,[-38.35  28.7   -4.4 ],['FOP' 'FOP'],BJH026,VLPFC
1924,[-42.25  28.95  -3.35],['IFG' 'IFG'],BJH026,VLPFC
1925,[-46.15  29.2   -2.3 ],['IFG' 'IFG'],BJH026,VLPFC
1926,[-50.05  29.4   -1.3 ],['IFG' 'IFG'],BJH026,VLPFC
1927,[-53.95  29.65  -0.25],['IFG' 'IFG'],BJH026,VLPFC
1928,[-33.6    1.45 -14.1 ],['INS' 'INS'],BJH026,INS
1929,[-34.2   3.5 -11. ],['INS' 'INS'],BJH026,INS
1930,[-34.8    6.2   -7.45],['INS' 'INS'],BJH026,INS
1931,[-34.85   9.    -3.3 ],['INS' 'INS'],BJH026,INS
1932,[-35.45  11.7    0.3 ],['INS' 'INS'],BJH026,INS
1933,[-36.    14.25   3.3 ],['INS' 'INS'],BJH026,INS
1934,[-36.6   16.4    6.95],['INS' 'INS'],BJH026,INS
1935,[-37.2  18.6  10.6],['IFG' 'IFG'],BJH026,VLPFC
1936,[-40.15  28.4   25.55],['MFG' 'MFG'],BJH026,DLPFC
1937,[-40.75  31.2   29.7 ],['MFG' 'MFG'],BJH026,DLPFC
1938,[-41.35  33.4   33.35],['MFG' 'MFG'],BJH026,DLPFC
1939,[-33.85 -12.35   9.8 ],['CAU' 'CAU'],BJH026,N
1940,[-37.2  -12.7   10.35],['INS' 'INS'],BJH026,INS
1941,[-41.1  -13.1   10.95],['INS' 'INS'],BJH026,INS
1942,[-45.   -13.45  11.55],['INS' 'INS'],BJH026,INS
1943,[-48.9 -13.8  12.1],['postCG' 'postCG'],BJH026,S1
1944,[-52.75 -14.15  12.65],['postCG' 'postCG'],BJH026,S1
1945,[-56.65 -14.5   13.2 ],['postCG' 'postCG'],BJH026,S1
1946,[ -6.05 -47.75  26.35],['PCC' 'PCC'],BJH026,PCC
1947,[ -9.35 -48.2   26.4 ],['PCC' 'PCC'],BJH026,PCC
1948,[-13.25 -48.75  25.85],['PCC' 'PCC'],BJH026,PCC
1949,[-43.8 -52.8  25.9],['SMG' 'SMG'],BJH026,parietal
1950,[-47.7  -53.15  26.45],['SMG' 'SMG'],BJH026,parietal
1951,[-51.55 -53.6   26.45],['SMG' 'SMG'],BJH026,parietal
1952,[-28.9   14.6  -41.25],['TP' 'TP'],BJH026,TP
1953,[-31.7   13.8  -39.95],['TP' 'TP'],BJH026,TP
1954,[-34.5   13.15 -38.15],['TP' 'TP'],BJH026,TP
1955,[-37.9   12.5  -36.35],['TP' 'TP'],BJH026,TP
1956,[-41.25  11.7  -35.1 ],['TP' 'TP'],BJH026,TP
1957,[-56.45   9.1  -27.3 ],['TP' 'TP'],BJH026,TP
1958,[-31.15   3.4  -46.1 ],['FUG' 'FUG'],BJH026,VS
1959,[-34.5    2.15 -44.75],['FUG' 'FUG'],BJH026,VS
1960,[-37.9   0.9 -43.4],['FUG' 'FUG'],BJH026,VS
1961,[-41.3    0.1  -42.15],['FUG' 'FUG'],BJH026,VS
1962,[-44.65  -0.7  -40.9 ],['FUG' 'FUG'],BJH026,VS
1963,[-48.    -1.45 -39.7 ],['FUG' 'FUG'],BJH026,VS
1964,[-51.4   -2.2  -38.45],['ITG' 'ITG'],BJH026,VS
1965,[-55.35  -3.5  -37.1 ],['ITG' 'ITG'],BJH026,VS
1966,[-59.25  -4.75 -35.75],['MTG' 'MTG'],BJH026,MTG
1967,[-40.75 -16.7  -29.95],['FUG' 'FUG'],BJH026,VS
1968,[-44.05 -17.15 -29.95],['FUG' 'FUG'],BJH026,VS
1969,[-47.95 -17.55 -29.95],['FUG' 'FUG'],BJH026,VS
1970,[-51.85 -18.5  -29.85],['ITG' 'ITG'],BJH026,VS
1971,[-55.2  -19.5  -29.75],['ITG' 'ITG'],BJH026,VS
1972,[-59.15 -20.35 -29.1 ],['ITG' 'ITG'],BJH026,VS
1973,[-25.   -42.2  -12.15],['PHG' 'PHG'],BJH026,PHC
1974,[-28.35 -42.6  -11.55],['PHG' 'PHG'],BJH026,PHC
1975,[-32.2  -43.05 -11.6 ],['PHG' 'PHG'],BJH026,PHC
1976,[-36.1  -43.9  -10.95],['PHG' 'PHG'],BJH026,PHC
1977,[-62.9 -46.8  -6.3],['MTG' 'MTG'],BJH026,MTG
1978,[-38.15 -21.1   -2.6 ],['INS' 'INS'],BJH026,INS
1979,[-41.45 -20.95  -2.15],['INS' 'INS'],BJH026,INS
1980,[-45.35 -20.8   -1.7 ],['A1' 'A1'],BJH026,A1
1981,[-49.25 -21.15  -1.15],['A1' 'A1'],BJH026,A1
1982,[-53.15 -21.5   -0.6 ],['A1' 'A1'],BJH026,A1
1983,[-57.05 -21.25   0.45],['STG' 'STG'],BJH026,STG
1984,[-60.95 -21.1    0.95],['STG' 'STG'],BJH026,STG
1985,[ 21.15  -5.75 -16.55],['AMY' 'AMY'],BJH026,AMY
1986,[ 25.05  -6.45 -16.9 ],['AMY' 'AMY'],BJH026,AMY
1987,[ 28.95  -7.1  -17.25],['AMY' 'AMY'],BJH026,AMY
1988,[ 32.8   -7.25 -17.75],['AMY' 'AMY'],BJH026,AMY
1989,[ 56.05 -11.15 -19.9 ],['STS' 'STS'],BJH026,STS
1990,[-32810.4  -26145.65 -15045.55],['PRH' 'PRH'],LL08,PRH
1991,[-55897.1  -21793.9  -15144.65],['MTG' 'MTG'],LL08,MTG
1992,[-60388.45 -20778.2  -15115.35],['MTG' 'MTG'],LL08,MTG
1993,[-24611.85  19284.55  39481.85],['SFS' 'SFS'],LL08,DLPFC
1994,[-28056.75  21300.8   42068.  ],['MFG' 'MFG'],LL08,DLPFC
1995,[-31736.35  23415.    44987.8 ],['MFG' 'MFG'],LL08,DLPFC
1996,[-38263.55 -45861.8   46908.7 ],['IP' 'IP'],LL08,parietal
1997,[-41885.5  -45416.15  50540.15],['IP' 'IP'],LL08,parietal
1998,[ 24366.45   34107.55  -10026.385],['OFC' 'OFC'],LL08,OFC
1999,[25399.45  35899.7   -4415.695],['OFC' 'OFC'],LL08,OFC
2000,[31139.7 43054.9 21976.6],['MFG' 'MFG'],LL08,DLPFC
2001,[32125.7  44365.85 27155.  ],['MFG' 'MFG'],LL08,DLPFC
2002,[33369.  45832.8 32300.5],['MFG' 'MFG'],LL08,DLPFC
2003,[34754.6 31681.9 18473.3],['MFG' 'MFG'],LL08,DLPFC
2004,[39555.2  32420.95 19748.1 ],['MFG' 'MFG'],LL08,DLPFC
2005,[43863.25 33204.9  20971.75],['MFG' 'MFG'],LL08,DLPFC
2006,[ 9387.47 13257.35 29032.95],['ACC' 'ACC'],LL08,ACC
2007,[22220.75 24167.45 41219.85],['SFG' 'SFG'],LL08,premotor
2008,[25237.5  26653.75 44146.55],['SFG' 'SFG'],LL08,premotor
2009,[28745.55 29173.6  47403.85],['SFG' 'SFG'],LL08,premotor
2010,[ 13072.5  -27174.45  28939.9 ],['PCC' 'PCC'],LL08,PCC
2011,[ 55307.8  -30977.8   37806.95],['IP' 'IP'],LL08,parietal
2012,[ 22811.5  -36740.    52702.95],['PostCG' 'PostCG'],LL08,S1
2013,[ 24504.6  -37108.25  58564.3 ],['PostCG' 'PostCG'],LL08,S1
2014,[ 26123.55 -36674.9   63813.65],['PostCG' 'PostCG'],LL08,S1
2015,[ 28036.25 -36512.85  68615.85],['PostCG' 'PostCG'],LL08,S1
2016,[ 27878.2  -10882.65 -21279.55],['HPC' 'HPC'],LL08,HPC
2017,[ 32313.4   -9434.   -21827.65],['HPC' 'HPC'],LL08,HPC
2018,[ 50333.9   -5577.75 -24258.65],['ITS' 'ITS'],LL08,VS
2019,[-15.57711642  -7.03874672 -24.27765703],['EC' 'EC'],SLCH018,EC
2020,[-18.86715342  -6.73981772 -25.44344353],['AMY' 'AMY'],SLCH018,AMY
2021,[-22.71033092  -5.80631472 -26.10229053],['AMY' 'AMY'],SLCH018,AMY
2022,[-26.55350842  -4.87281172 -26.76113753],['AMY' 'AMY'],SLCH018,AMY
2023,[-44.65745892   0.66966328 -31.31615753],['TP' 'TP'],SLCH018,TP
2024,[-48.50063642   1.60316628 -31.97500453],['TP' 'TP'],SLCH018,TP
2025,[-51.78925942   2.43812228 -33.20251753],['TP' 'TP'],SLCH018,TP
2026,[-44.17885742 -10.18600272 -24.88177053],['STS' 'STS'],SLCH018,STS
2027,[-47.46748042  -9.35104672 -26.10928353],['STS' 'STS'],SLCH018,STS
2028,[-51.31065792  -8.41754372 -26.76813053],['STS' 'STS'],SLCH018,STS
2029,[-55.15524942  -8.02006772 -27.36525103],['MTG' 'MTG'],SLCH018,MTG
2030,[-58.44835692  -7.08156422 -28.02825703],['MTG' 'MTG'],SLCH018,MTG
2031,[-53.08917992 -28.21686522 -15.25448153],['MTG' 'MTG'],SLCH018,MTG
2032,[-56.94108392 -28.78789572 -15.16364203],['MTG' 'MTG'],SLCH018,MTG
2033,[-60.79157392 -28.82289922 -15.13452903],['MTG' 'MTG'],SLCH018,MTG
2034,[-64.64347792 -29.39392972 -15.04368953],['MTG' 'MTG'],SLCH018,MTG
2035,[-43.18868842 -12.18617272 -11.97712253],['STG' 'STG'],SLCH018,STG
2036,[-47.04980392 -10.83847972 -10.37794153],['STG' 'STG'],SLCH018,STG
2037,[-50.90643492  -9.59433422  -9.34326753],['STG' 'STG'],SLCH018,STG
2038,[-54.20851142  -8.44873572  -8.87725953],['STG' 'STG'],SLCH018,STG
2039,[-57.51507242  -7.19958972  -7.84674453],['STG' 'STG'],SLCH018,STG
2040,[-39.46041042 -22.40884022   0.70361397],['INS' 'INS'],SLCH018,INS
2041,[-43.31538492 -22.34029622   1.29723397],['INS' 'INS'],SLCH018,INS
2042,[-47.17035942 -22.27175222   1.89085397],['A1' 'A1'],SLCH018,A1
2043,[-51.02674792 -22.73923522   2.54620047],['A1' 'A1'],SLCH018,A1
2044,[-54.32858192 -23.30526522   2.63288097],['A1' 'A1'],SLCH018,A1
2045,[-57.63348642 -23.23172072   3.22234197],['A1' 'A1'],SLCH018,A1
2046,[-61.48846092 -23.16317672   3.81596197],['STG' 'STG'],SLCH018,STG
2047,[-65.89491942 -23.63566022   4.47546747],['STG' 'STG'],SLCH018,STG
2048,[-69.75130792 -24.10314322   5.13081397],['STG' 'STG'],SLCH018,STG
2049,[-41.14928342 -33.47331372   3.14136147],['A1' 'A1'],SLCH018,A1
2050,[-44.46291442 -34.90430272   4.48050897],['A1' 'A1'],SLCH018,A1
2051,[-47.77654542 -36.33529172   5.81965647],['A1' 'A1'],SLCH018,A1
2052,[-51.09017642 -37.76628072   7.15880397],['A1' 'A1'],SLCH018,A1
2053,[-54.40380742 -39.19726972   8.49795147],['A1' 'A1'],SLCH018,A1
2054,[-57.16595442 -40.08723122   9.77121347],['A1' 'A1'],SLCH018,A1
2055,[-60.47958542 -41.51822022  11.11036097],['STG' 'STG'],SLCH018,STG
2056,[-64.34328642 -42.95420972  12.45366747],['STG' 'STG'],SLCH018,STG
2057,[-67.65691742 -44.38519872  13.79281497],['STG' 'STG'],SLCH018,STG
2058,[-11.10900892  42.05377778 -22.46599653],['OFC' 'OFC'],SLCH018,OFC
2059,[-14.43160892  40.82988378 -19.99783503],['OFC' 'OFC'],SLCH018,OFC
2060,[-17.75420892  39.60598978 -17.52967353],['OFC' 'OFC'],SLCH018,OFC
2061,[-21.07539492  38.91812278 -15.12323853],['OFC' 'OFC'],SLCH018,OFC
2062,[-24.39658092  38.23025578 -12.71680353],['OFC' 'OFC'],SLCH018,OFC
2063,[-28.26925092  37.00136128 -10.24448303],['OFC' 'OFC'],SLCH018,OFC
2064,[-32.14192092  35.77246678  -7.77216253],['OFC' 'OFC'],SLCH018,OFC
2065,[-34.91752142  35.19314778  -4.80537953],['IFG' 'IFG'],SLCH018,VLPFC
2066,[-37.69312192  34.61382878  -1.83859653],['IFG' 'IFG'],SLCH018,VLPFC
2067,[-41.01430792  33.92596178   0.56783847],['IFG' 'IFG'],SLCH018,VLPFC
2068,[-44.88697792  32.69706728   3.04015897],['IFG' 'IFG'],SLCH018,VLPFC
2069,[-48.75964792  31.46817278   5.51247947],['IFG' 'IFG'],SLCH018,VLPFC
2070,[-52.08531842  30.88385328   8.48342147],['IFG' 'IFG'],SLCH018,VLPFC
2071,[-55.41098892  30.29953378  11.45436347],['IFG' 'IFG'],SLCH018,VLPFC
2072,[-58.73665942  29.71521428  14.42530547],['IFG' 'IFG'],SLCH018,VLPFC
2073,[-44.41132392  -9.93641822   3.33461097],['INS' 'INS'],SLCH018,INS
2074,[-48.26629842  -9.86787422   3.92823097],['FOP' 'FOP'],SLCH018,VLPFC
2075,[-52.12434342  -9.15975572   5.02463147],['FOP' 'FOP'],SLCH018,VLPFC
2076,[-55.43231842  -8.44663672   6.11687297],['FOP' 'FOP'],SLCH018,VLPFC
2077,[-59.29177742  -8.27454522   7.27499997],['FOP' 'FOP'],SLCH018,VLPFC
2078,[-63.15123642  -8.10245372   8.43312697],['FOP' 'FOP'],SLCH018,VLPFC
2079,[-66.45921142  -7.38933472   9.52536847],['FOP' 'FOP'],SLCH018,VLPFC
2080,[ -8.88370392 -37.92345872  24.77036347],['PCC' 'PCC'],SLCH018,PCC
2081,[-14.44597442 -45.08194122  30.81841397],['PCC' 'PCC'],SLCH018,PCC
2082,[-23.32918842 -54.63991922  38.89357197],['IPC' 'IPC'],SLCH018,N
2083,[-25.54999192 -57.02941372  40.91236147],['IPC' 'IPC'],SLCH018,N
2084,[-27.77079542 -59.41890822  42.93115097],['IPC' 'IPC'],SLCH018,N
2085,[-29.99018492 -61.27237572  44.88821397],['IPC' 'IPC'],SLCH018,N
2086,[-32.76554292 -63.56332322  47.47566947],['AG' 'AG'],SLCH018,parietal
2087,[-35.53641642 -65.95781822  49.49861797],['AG' 'AG'],SLCH018,parietal
2088,[ 16.84869258  -6.65845922 -21.07426953],['HPC' 'HPC'],SLCH018,HPC
2089,[ 20.70649508  -5.65494922 -21.79134253],['HPC' 'HPC'],SLCH018,HPC
2090,[ 24.01422758  -4.65643972 -22.50425653],['HPC' 'HPC'],SLCH018,HPC
2091,[ 27.32503058  -4.29750472 -23.71995103],['HPC' 'HPC'],SLCH018,HPC
2092,[ 31.18141908  -3.83002172 -24.37529753],['HPC' 'HPC'],SLCH018,HPC
2093,[ 46.06870008  -1.10013122 -28.24499153],['STS' 'STS'],SLCH018,STS
2094,[ 49.37643258  -0.10162172 -28.95790553],['STS' 'STS'],SLCH018,STS
2095,[ 53.23871958   0.79834078 -30.23948553],['MTG' 'MTG'],SLCH018,MTG
2096,[ 31.64680958 -16.08667372 -16.62671703],['AMY' 'AMY'],SLCH018,AMY
2097,[ 35.50768258 -15.72273822 -17.84657053],['AMY' 'AMY'],SLCH018,AMY
2098,[ 50.39354958 -13.52887472 -21.65453803],['STS' 'STS'],SLCH018,STS
2099,[ 54.24993808 -13.06139172 -22.30988453],['STS' 'STS'],SLCH018,STS
2100,[ 58.10325608 -11.95433422 -22.46245053],['MTG' 'MTG'],SLCH018,MTG
2101,[-16.1   -8.2  -16.65],['AMY' 'AMY'],BJH029,AMY
2102,[-19.95  -7.9  -17.3 ],['AMY' 'AMY'],BJH029,AMY
2103,[-23.85  -6.95 -17.45],['AMY' 'AMY'],BJH029,AMY
2104,[-42.7  -4.9 -18.9],['INS' 'INS'],BJH029,INS
2105,[-47.15  -4.45 -18.95],['STS' 'STS'],BJH029,STS
2106,[-51.05  -4.   -19.  ],['STS' 'STS'],BJH029,STS
2107,[-54.4  -3.5 -19.1],['STS' 'STS'],BJH029,STS
2108,[-58.3   -3.05 -19.15],['STS' 'STS'],BJH029,STS
2109,[-17.55 -13.6  -23.85],['HPC' 'HPC'],BJH029,HPC
2110,[-21.45 -13.3  -24.5 ],['HPC' 'HPC'],BJH029,HPC
2111,[-25.35 -13.   -25.1 ],['HPC' 'HPC'],BJH029,HPC
2112,[-28.65 -12.7  -25.7 ],['HPC' 'HPC'],BJH029,HPC
2113,[-32.55 -11.75 -25.9 ],['HPC' 'HPC'],BJH029,HPC
2114,[-36.45 -11.45 -26.55],['HPC' 'HPC'],BJH029,HPC
2115,[-39.75 -11.15 -27.2 ],['FUG' 'FUG'],BJH029,VS
2116,[-26.5 -27.2 -11.3],['HPC' 'HPC'],BJH029,HPC
2117,[-32.55 -27.4  -11.75],['HPC' 'HPC'],BJH029,HPC
2118,[-54.65 -27.1  -11.5 ],['STS' 'STS'],BJH029,STS
2119,[-59.65 -27.1  -11.4 ],['MTG' 'MTG'],BJH029,MTG
2120,[-11.05  21.8  -15.5 ],['OFC' 'OFC'],BJH029,OFC
2121,[-16.55  20.6  -15.7 ],['OFC' 'OFC'],BJH029,OFC
2122,[-22.   19.4 -15.9],['OFC' 'OFC'],BJH029,OFC
2123,[-26.9  18.2 -16.1],['OFC' 'OFC'],BJH029,OFC
2124,[-31.85  17.   -16.3 ],['OFC' 'OFC'],BJH029,OFC
2125,[-37.35  15.45 -15.8 ],['INS' 'INS'],BJH029,INS
2126,[-42.85  13.7  -15.85],['OFC' 'OFC'],BJH029,OFC
2127,[-17.2   9.  -41.7],['TP' 'TP'],BJH029,TP
2128,[-19.5   11.3  -41.05],['TP' 'TP'],BJH029,TP
2129,[-22.9   12.95 -40.8 ],['TP' 'TP'],BJH029,TP
2130,[-26.8   13.75 -39.7 ],['TP' 'TP'],BJH029,TP
2131,[-30.65  13.9  -39.05],['TP' 'TP'],BJH029,TP
2132,[-34.55  14.05 -38.4 ],['TP' 'TP'],BJH029,TP
2133,[-38.45  13.7  -37.65],['TP' 'TP'],BJH029,TP
2134,[-42.3   13.35 -36.85],['TP' 'TP'],BJH029,TP
2135,[-46.15  13.5  -36.2 ],['TP' 'TP'],BJH029,TP
2136,[-19.9 -10.3 -39.6],['EC' 'EC'],BJH029,EC
2137,[-23.8 -10.2 -40.8],['EC' 'EC'],BJH029,EC
2138,[-27.65 -10.4  -41.3 ],['EC' 'EC'],BJH029,EC
2139,[-30.95  -9.9  -41.4 ],['PRH' 'PRH'],BJH029,PRH
2140,[-34.85  -9.4  -41.45],['PRH' 'PRH'],BJH029,PRH
2141,[ -4.85 -27.05   2.55],['THAL' 'THAL'],BJH029,THAL
2142,[ -8.75 -27.1    2.65],['THAL' 'THAL'],BJH029,THAL
2143,[-13.2  -26.95   3.3 ],['THAL' 'THAL'],BJH029,THAL
2144,[-17.65 -26.3    3.8 ],['THAL' 'THAL'],BJH029,THAL
2145,[-35.4  -24.25   6.05],['INS' 'INS'],BJH029,INS
2146,[-39.8  -24.3    6.15],['A1' 'A1'],BJH029,A1
2147,[-44.25 -23.8    6.1 ],['A1' 'A1'],BJH029,A1
2148,[-48.15 -23.15   6.6 ],['A1' 'A1'],BJH029,A1
2149,[-52.05 -22.35   7.7 ],['A1' 'A1'],BJH029,A1
2150,[-56.5 -21.4   7.5],['STG' 'STG'],BJH029,STG
2151,[-60.9  -20.95   7.45],['STG' 'STG'],BJH029,STG
2152,[-65.35 -20.8    8.15],['STG' 'STG'],BJH029,STG
2153,[-22.15 -23.95 -24.1 ],['EC' 'EC'],BJH029,EC
2154,[-26.05 -23.2  -24.85],['EC' 'EC'],BJH029,EC
2155,[-29.95 -22.9  -25.45],['EC' 'EC'],BJH029,EC
2156,[-33.85 -22.9  -25.4 ],['PHC' 'PHC'],BJH029,PHC
2157,[-37.15 -22.9  -25.35],['PHC' 'PHC'],BJH029,PHC
2158,[-41.   -22.75 -24.7 ],['FUG' 'FUG'],BJH029,VS
2159,[-45.45 -22.3  -24.75],['FUG' 'FUG'],BJH029,VS
2160,[-57.05 -22.1  -25.2 ],['ITS' 'ITS'],BJH029,VS
2161,[-60.9  -22.45 -24.45],['MTG' 'MTG'],BJH029,MTG
2162,[-24.8  -42.85 -13.35],['PHC' 'PHC'],BJH029,PHC
2163,[-28.7 -42.7 -12.7],['PHC' 'PHC'],BJH029,PHC
2164,[-32.05 -42.7  -12.65],['PHC' 'PHC'],BJH029,PHC
2165,[-35.9  -42.75 -12.55],['PHC' 'PHC'],BJH029,PHC
2166,[-40.3 -42.6 -11.9],['FUG' 'FUG'],BJH029,VS
2167,[-44.15 -42.6  -11.85],['FUG' 'FUG'],BJH029,VS
2168,[-48.05 -42.65 -11.75],['FUG' 'FUG'],BJH029,VS
2169,[-51.95 -42.35 -10.5 ],['ITS' 'ITS'],BJH029,VS
2170,[-55.25 -41.9  -10.6 ],['ITS' 'ITS'],BJH029,VS
2171,[-59.1  -41.6  -11.25],['MTG' 'MTG'],BJH029,MTG
2172,[-63.5  -41.95 -10.45],['MTG' 'MTG'],BJH029,MTG
2173,[ -7.75 -72.25  -4.5 ],['LG' 'LG'],BJH029,VS
2174,[-11.1 -71.6  -4. ],['LG' 'LG'],BJH029,VS
2175,[-14.45 -70.6   -4.2 ],['LG' 'LG'],BJH029,VS
2176,[-18.35 -69.65  -4.4 ],['LG' 'LG'],BJH029,VS
2177,[-22.25 -68.7   -4.6 ],['LG' 'LG'],BJH029,VS
2178,[-26.15 -67.7   -4.8 ],['FUG' 'FUG'],BJH029,VS
2179,[-30.05 -66.9   -5.55],['FUG' 'FUG'],BJH029,VS
2180,[-33.4  -65.95  -5.75],['FUG' 'FUG'],BJH029,VS
2181,[-37.3 -65.5  -5.8],['FUG' 'FUG'],BJH029,VS
2182,[-41.15 -65.2   -6.4 ],['FUG' 'FUG'],BJH029,VS
2183,[-44.5 -64.7  -6.5],['FUG' 'FUG'],BJH029,VS
2184,[-48.4  -64.25  -6.55],['FUG' 'FUG'],BJH029,VS
2185,[-52.8 -63.8  -6.6],['ITG' 'ITG'],BJH029,VS
2186,[ -3.45 -52.65  19.35],['PCC' 'PCC'],BJH029,PCC
2187,[ -6.8  -51.9   18.55],['PCC' 'PCC'],BJH029,PCC
2188,[-11.2  -51.75  17.35],['PCC' 'PCC'],BJH029,PCC
2189,[-15.6  -51.75  17.45],['PCC' 'PCC'],BJH029,PCC
2190,[-41.65 -50.95  17.7 ],['TPJ' 'TPJ'],BJH029,parietal
2191,[-63.25 -49.6   17.7 ],['TPJ' 'TPJ'],BJH029,parietal
2192,[ -2.15 -41.4   42.35],['PCC' 'PCC'],BJH029,PCC
2193,[ -6.   -41.45  42.45],['PCC' 'PCC'],BJH029,PCC
2194,[-10.45 -41.    42.4 ],['PCC' 'PCC'],BJH029,PCC
2195,[-14.9  -41.    42.45],['PCC' 'PCC'],BJH029,PCC
2196,[-28.1  -41.1   42.75],['IPS' 'IPS'],BJH029,parietal
2197,[-32.5  -41.3   42.25],['IPS' 'IPS'],BJH029,parietal
2198,[-36.95 -41.55  41.75],['IPS' 'IPS'],BJH029,parietal
2199,[-41.4  -41.6   41.85],['IPS' 'IPS'],BJH029,parietal
2200,[-45.8  -41.6   41.95],['IPS' 'IPS'],BJH029,parietal
2201,[-50.2  -41.6   42.05],['SMG' 'SMG'],BJH029,parietal
2202,[-54.65 -41.15  42.  ],['SMG' 'SMG'],BJH029,parietal
2203,[-59.1  -41.2   42.05],['SMG' 'SMG'],BJH029,parietal
2204,[-63.5  -41.7   42.25],['SMG' 'SMG'],BJH029,parietal
2205,[-7.3  -5.55  6.1 ],['THAL' 'THAL'],BJH029,THAL
2206,[-11.15  -5.4    6.75],['THAL' 'THAL'],BJH029,THAL
2207,[-34.45  -3.6   10.4 ],['INS' 'INS'],BJH029,INS
2208,[-38.3   -3.45  11.05],['INS' 'INS'],BJH029,INS
2209,[-42.15  -3.3   11.7 ],['INS' 'INS'],BJH029,INS
2210,[-45.5   -3.15  12.3 ],['INS' 'INS'],BJH029,INS
2211,[-49.4   -3.    12.95],['INS' 'INS'],BJH029,INS
2212,[-53.25  -2.5   12.9 ],['FOP' 'FOP'],BJH029,VLPFC
2213,[-57.15  -1.85  13.45],['FOP' 'FOP'],BJH029,VLPFC
2214,[-61.6   -1.75  14.1 ],['FOP' 'FOP'],BJH029,VLPFC
2215,[ 15.35  -5.7  -24.05],['AMY' 'AMY'],BJH029,AMY
2216,[ 18.65  -5.35 -22.95],['AMY' 'AMY'],BJH029,AMY
2217,[ 21.95  -5.   -21.85],['AMY' 'AMY'],BJH029,AMY
2218,[ 25.25  -4.1  -20.9 ],['AMY' 'AMY'],BJH029,AMY
2219,[ 29.1   -3.05 -19.4 ],['AMY' 'AMY'],BJH029,AMY
2220,[ 32.95  -2.   -17.9 ],['AMY' 'AMY'],BJH029,AMY
2221,[ 36.25  -1.15 -16.95],['AMY' 'AMY'],BJH029,AMY
2222,[ 39.55  -0.65 -15.3 ],['INS' 'INS'],BJH029,INS
2223,[ 43.35   0.6  -13.2 ],['INS' 'INS'],BJH029,INS
2224,[ 47.15   1.65 -11.65],['INS' 'INS'],BJH029,INS
2225,[ 50.45   2.15 -10.  ],['TP' 'TP'],BJH029,TP
2226,[53.75  3.2  -8.5 ],['STG' 'STG'],BJH029,STG
2227,[57.05  4.25 -7.  ],['STG' 'STG'],BJH029,STG
2228,[ 21.6  -10.95 -20.25],['HPC' 'HPC'],BJH029,HPC
2229,[ 24.9  -10.95 -20.3 ],['HPC' 'HPC'],BJH029,HPC
2230,[ 28.8 -11.6 -20.8],['HPC' 'HPC'],BJH029,HPC
2231,[ 32.7  -12.05 -20.75],['HPC' 'HPC'],BJH029,HPC
2232,[ 56.   -13.35 -22.7 ],['ITS' 'ITS'],BJH029,VS
2233,[ 59.85 -13.35 -22.75],['MTG' 'MTG'],BJH029,MTG
2234,[ 25.55  -2.3  -24.95],['AMY' 'AMY'],DA037,AMY
2235,[ 51.3   -3.55 -25.55],['MTG' 'MTG'],DA037,MTG
2236,[ 56.35  -3.65 -25.65],['MTG' 'MTG'],DA037,MTG
2237,[ 54.75 -13.85 -20.2 ],['MTG' 'MTG'],DA037,MTG
2238,[ 59.75 -13.85 -20.4 ],['MTG' 'MTG'],DA037,MTG
2239,[ 39.25 -39.65 -13.6 ],['PHG' 'PHG'],DA037,PHC
2240,[ 59.   -40.85  -7.95],['ITS' 'ITS'],DA037,VS
2241,[ 63.85 -41.    -6.55],['ITS' 'ITS'],DA037,VS
2242,[ 68.85 -41.15  -5.  ],['MTG' 'MTG'],DA037,MTG
2243,[ 52.75 -12.5    0.95],['A1' 'A1'],DA037,A1
2244,[ 56.35 -12.75   0.95],['A1' 'A1'],DA037,A1
2245,[ 60.  -12.9   1. ],['STG' 'STG'],DA037,STG
2246,[ 63.65 -13.05   1.  ],['STG' 'STG'],DA037,STG
2247,[ 67.35 -13.2    1.05],['STG' 'STG'],DA037,STG
2248,[ 49.3  -29.15  11.85],['STG' 'STG'],DA037,STG
2249,[ 52.75 -29.35  13.15],['STG' 'STG'],DA037,STG
2250,[ 56.15 -29.6   14.6 ],['STG' 'STG'],DA037,STG
